id,name,area,address,postcode,lon,lat,phone,capacity,women,usage,multi,theme,management,website,email,phone_enhanced,facebook,instagram,youtube,twitter,linkedin,contact_page,MuslimsInBritainData
2826,Bangladesh Islamic Culture Centre Harlow,Harlow,Harberts Rd,CM19 4AP,0.0857124,51.7656287,Unavailable,Unavailable,not available,not available,False,not available,not available,https://biccharlow.co.uk/,info@biccharlow.co.uk,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://biccharlow.co.uk/#contact,False
2827,GLCC Madina Masjid,Dagenham,691 Green Ln,RM8 1UU,0.1226591,51.5624594,Unavailable,Unavailable,not available,not available,False,not available,not available,https://glccmasjid.rf.gd/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2828,Imamal-Hassan Association,Hull,338 Beverley Rd,HU5 1LH,-0.3499853,53.7619939,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2829,Oxford University Muslim Prayer Room & Mosque,Oxford,"Robert Hooke Building, Parks Rd",OX1 3PP,-1.2565556,51.7589943,Unavailable,Unavailable,not available,not available,False,not available,not available,https://ouisoc.org/prayer-spaces,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2830,Al-Amin Mosque,Leeds,Mexborough Dr,LS7 3EL,-1.5361169,53.8151563,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2831,Sefton Multicultural Centre,Liverpool,Unavailable,L21 1EZ,-3.0167095,53.4713232,+44 7711 231295,Unavailable,not available,not available,False,not available,not available,https://www.facebook.com/Sefton-Multicultural-Centre-1429077027198690/,Unavailable,not available,https://www.facebook.com/login/,Unavailable,Unavailable,Unavailable,Unavailable,https://www.facebook.com/help/637205020878504,False
2832,Islamic Prayer Room (with Jummah) • Durham University,Durham,Unavailable,DH1 3LE,-1.5758637,54.7657638,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2833,Heton Bradford,Bradford,8 Selborne Grove,BD9 4NL,-1.7742492,53.8108209,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2834,Jumma Salah/Friday Prayer in Barnhill Community Centre,Hayes,Unavailable,Unavailable,-0.4053495,51.5319971,07807 565436,Unavailable,not available,J,False,not available,not available,https://alfalahcentre.co.uk/,nav@shahworld.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://alfalahcentre.co.uk/contact-us,False
2835,MirfieldMusallah,Mirfield,23 Station Rd,WF14 8LN,-1.692091,53.6731991,+44 7580 505593,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2836,Caversham Muslim Association,Reading,Ian Mikardo Way,Unavailable,-0.9519206,51.4676149,Unavailable,Unavailable,not available,not available,False,not available,not available,https://cavershammuslims.org/,Unavailable,not available,https://www.facebook.com/CavershamMuslimAssociation/,https://www.instagram.com/cavershammuslims/,https://www.youtube.com/@CavershamMuslims,https://twitter.com/cmamuslims,Unavailable,Unavailable,False
2837,Muslim Prayer room,Manchester,Delaunays Rd,M8 5RB,-2.2295832,53.5178937,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2838,Muslim Cultural Centre Wollaton (MCCW),Nottingham,"Wollaton House, 43 Radford Bridge Rd",NG8 1NB,-1.1938,52.9565509,+44 115 837 0868,Unavailable,not available,not available,False,not available,not available,http://karimia.com/,office@karimia.com,not available,https://www.facebook.com/officialkarimiaInstitute/,https://www.instagram.com/karimia_institute,https://www.youtube.com/karimiainstitute,https://twitter.com/officialkarimia,https://www.linkedin.com/company/karimia-association-limited/,https://www.karimia.com/contact/,False
2839,Friday Prayer (Jumu'ah) in Turkish Community Centre,Leicester,267 Saffron Ln,LE2 6UD,-1.1364807,52.6100359,07564 711242,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2840,Jumuaa Friday Only - Brentford Muslim Centre,Brentford,40a High St,TW8 0BB,-0.2987655,51.4856009,07312 132919,Unavailable,not available,not available,False,not available,not available,https://brentfordmasjid.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2841,Friday Prayer (Jummah Salah),Huddersfield,Occupation Rd,HD3 3BA,-1.8146388,53.6558843,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2842,Friday Prayer (Jummah Salah),Penarth,"Cardiff & Vale N H S Trust, Penlan Rd",CF64 2XX,-3.2011297,51.4490727,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2843,Al-Farooq Education & Community Centre (Ayr),Ayr,20 James St,KA8 0DH,-4.62379,55.4650767,+44 141 433 2686,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2844,Abu Hurairah Academy,Bradford,28 Carrington St,BD3 8AE,-1.721398,53.7965048,+44 1274 668448,Unavailable,not available,not available,False,not available,not available,https://www.abuhurairah.org/,info@abuhurairah.org,not available,Unavailable,Unavailable,Unavailable,https://twitter.com/AHAcademy,Unavailable,https://abuhurairah.org/contact.php,False
2845,Longbridge Community Centre (Masjid),Dagenham,"151-153, Becontree Ave",RM8 2UL,0.118292,51.5553181,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2847,Craigavon Mosque,Craigavon,Legahory Centre,BT65 5BE,-6.3702022,54.448754,+44 7909 854055,Unavailable,not available,not available,False,not available,not available,https://m.facebook.com/people/Craigavon-Masjid/100079448451488/,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2848,Masjid Assalaam,Derby,43 Pear Tree Rd,DE23 6PZ,-1.478274,52.9078427,+44 1332 343519,Unavailable,not available,not available,False,not available,not available,https://www.masjidassalaam4all.org/,contact@masjidassalaam4all.org,not available,Unavailable,https://www.instagram.com/masjidassalaam4all/?hl=en-gb,https://m.youtube.com/@masjidassalam-p7u,https://twitter.com/Assalaam4All,Unavailable,Unavailable,False
2849,mine karim,London,6 Genever Cl,E4 9BT,-0.0168922,51.6132805,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2850,Clayhall Islamic Centre,Ilford,24 Heathcote Ct,IG5 0QP,0.0621233,51.5941817,Unavailable,Unavailable,not available,not available,False,not available,not available,https://clayhallislamiccentre.com/,Unavailable,not available,Unavailable,Unavailable,Unavailable,//api.twitter.com,Unavailable,Unavailable,False
2851,Masjid Mohammed,Sheffield,23 Sorby St,S4 7LJ,-1.458156,53.3910152,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2852,Witham Muslim community,Witham,"The Labour Hall, Collingwood Rd",CM8 2EE,0.6379575,51.8041358,+44 7957 685126,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2853,Al Amaan Education Trust,London,434 Barking Rd,E6 2SA,0.06234,51.5336644,07958 014404,Unavailable,not available,not available,False,not available,not available,https://al-amaanet.org.uk/,info@al-amaanet.org.uk,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://al-amaanet.org.uk/contact/,False
2855,Dagenham Jamme Masjid,Dagenham,Barnmead Rd,RM9 5DX,0.1447419,51.5471296,+44 7503 772329,Unavailable,not available,not available,False,not available,not available,https://dagenhamjammemasjid.org.uk/,diwamosque@gmail.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://dagenhamjammemasjid.org.uk/contact-us/,False
2856,Aladdin’s carpet,Poulton-le-Fylde,3 Canterbury Cl,FY6 7UU,-3.0024224,53.8549698,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2857,Rwnaky mosque,Wolverhampton,85 Great Hampton St,WV1 4AY,-2.1338516,52.59408,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2858,Prayer room at rugby services,Rugby,CP6X+5J,Unavailable,-1.2507084,52.4108364,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2859,Masjid AlRahma,Southall,70 The Green,UB2 4BG,-0.3807216,51.50326,+44 20 8001 9681,Unavailable,not available,not available,False,not available,not available,http://www.rahmacommunitytrust.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2860,Faizan E Madinah Rotherham,Rotherham,"The Ladder, 1 Maltkiln St",S60 2HY,-1.3566432,53.4261583,+44 1709 382312,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2861,Mustafa Wanjala,Birmingham,Alpha Cl,B12 9HF,-1.893686,52.4609508,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2862,Madina Institute & Masjid Community Hub,Oldham,"Carlson House, Mount Pleasant Business Centre, Jackson St",OL4 1HU,-2.0925522,53.5421483,+44 7877 475664,Unavailable,not available,not available,False,not available,not available,http://www.madinainstitute.org/,uk@madinainstitute.org,not available,https://www.facebook.com/MadinaInstituteUK,Unavailable,Unavailable,https://twitter.com/MadinaInstitute,Unavailable,http://madinainstitute.org/Contact,False
2863,Jamia Masjid Ayesha,Rochdale,"Baileys Arms, 79 Whitworth Rd",OL12 0RD,-2.1559991,53.6246558,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2865,Brookhouse Temple of Spice,Manchester,1 Brookhouse Ave,M30 7PB,-2.3751875,53.4763547,0161 433 2552,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2866,Stockport Muslim Foundation,Cheadle,246 Finney Ln,SK8 3QD,-2.2339743,53.370324,+44 7879 453785,Unavailable,not available,not available,False,not available,not available,https://stockportmuslimfoundation.org/,admin@stockportmuslimfoundation.org,not available,https://facebook.com/SMFHub,https://instagram.com/StockportMuslimFoundation,Unavailable,Unavailable,Unavailable,https://stockportmuslimfoundation.org/contact,False
2867,Masjid Alforqan,London,214 Edgware Rd,W2 1DH,-0.1676879,51.5186075,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2868,Jamia Haroonia Islamic Centre,Rochdale,57-59 Deeplish Rd,OL11 1PQ,-2.1552162,53.6059348,+44 1706 759349,Unavailable,not available,not available,False,not available,not available,http://jamiaharoonia.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2869,Sunderland University Masjid,Sunderland,"Helen McArdle House, Silksworth Row",SR1 3QJ,-1.3918403,54.9066207,+44 7888 645945,Unavailable,not available,not available,False,not available,not available,http://sunislam.org.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2870,Riverside Multicultural Community - Jummah & Taraweeh Prayer Space,London,"The Dockland Settlements, 400 Salter Rd",SE16 5AA,-0.0350829999999999,51.49927,Unavailable,Unavailable,not available,J,False,not available,not available,https://chat.whatsapp.com/KLbWYWASxHwKUsDYzceDGy,Unavailable,not available,https://www.facebook.com/brand/resources/whatsapp/whatsapp-brand,https://www.instagram.com/whatsapp/?hl=en,https://www.youtube.com/channel/UCAuerig2N-RZWJT8x75V9yw,Unavailable,Unavailable,https://www.whatsapp.com/contact,False
2871,Prayer room- St. bartholomew’s (mosque),London,55 Little Britain,EC1A 7BH,-0.0995868999999999,51.5182013,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2872,Jumma prayer only,London,633 Barking Rd,E13 9EZ,0.0327509999999999,51.5283243,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2873,Friday Prayer,Liverpool,1 Adlam Rd,L9 9ES,-2.9347776,53.4688478,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2874,Muslim Prayer Room (with Jummah),Bolton,"Eagle Tower, Deane Rd",BL3 5AB,-2.4388018,53.5721944,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2875,Sheerwater Masjid,Woking,"31, 33 Dartmouth Ave",GU21 5PE,-0.5300737999999999,51.3332766,+44 7980 004780,Unavailable,not available,not available,False,not available,not available,http://sheerwatermosque.org.uk/,wokingkickstart@outlook.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,http://sheerwatermosque.org.uk/ContactUs.aspx,False
2876,Al-Amin Mosque and Islamic Centre,Wolverhampton,"Culwell Trading Estate, Hobgate Rd",WV10 0PG,-2.1093716,52.5939818,+44 7836 215161,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2877,The Baab Ul Ilm Centre,Leeds,166 Shadwell Ln,LS17 8AD,-1.5246066,53.8501223,+44 7813 037441,Unavailable,not available,not available,False,not available,not available,https://baabulilm.co.uk/,info@baabulilm.co.uk,not available,https://www.facebook.com/Baabulilm-374492929764500/,https://www.instagram.com/baabulilm_leeds/,https://www.youtube.com/channel/UCh3OnoIVl1LAFw6PuDZbk7g/,https://twitter.com/Baableeds?ref_src=twsrc%5Etfw,Unavailable,https://baabulilm.co.uk/contact-us/,False
2878,Fosse Islamic Centre,Leicester,Mantle Rd,LE3 5HG,-1.1501301,52.6394923,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2879,Al muhsinoon Islamic Centre,Manchester,Unavailable,M40 7FD,-2.2095385,53.485282,07476 601701,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2880,Shia Ithna Ashri Mosque,Glasgow,25 Woodside Pl,G3 7QF,-4.275694,55.866885,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2881,Macclesfield Central Mosque,Macclesfield,50 Waters Green,SK11 6JT,-2.1231139,53.26023,+44 7762 894043,Unavailable,not available,not available,False,not available,not available,https://macclesfieldcentralmasjid.com/,macclesfieldmuslimcentre@gmail.com,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://macclesfieldcentralmasjid.com/?page_id=25,False
2882,Al-Buraq Masjid,Blackburn,Unavailable,Unavailable,-2.4984256,53.7494786,+44 7932 975218,Unavailable,not available,not available,False,not available,not available,https://www.facebook.com/islamiceducationcentre?locale=en_GB,Unavailable,not available,https://www.facebook.com/login/,Unavailable,Unavailable,Unavailable,Unavailable,https://www.facebook.com/help/637205020878504,False
2883,مسجد ومركز الاندلس الاجتماعي mosque,Sheffield,43 Townhead St,S1 2EB,-1.474271,53.3831633,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.andalus.org.uk/,Unavailable,not available,https://www.facebook.com/andaluscommunitycentre,https://www.instagram.com/andaluscommunitycentre,Unavailable,https://www.twitter.com/AndalusCC,Unavailable,http://andalus.org.uk/#contact,False
2884,New Abu Bakr Mosque,Middlesbrough,28-4 Cannon Park Way,TS1 5JU,-1.2480343,54.576193,+44 7340 371600,Unavailable,not available,not available,False,not available,not available,http://www.abubakr.org.uk/,info@abubakr.org.uk,not available,http://facebook.com,Unavailable,http://www.youtube.com/,http://twitter.com,http://www.linkedin.com/,https://abubakr.org.uk/contact-us/,False
2885,Park Royal Mosque,London,Unavailable,Unavailable,-0.2645769,51.5278635,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2886,Widnes Deen Centre,Widnes,31-35 Alforde St,WA8 7TR,-2.7308925,53.3612758,+44 7401 417272,Unavailable,not available,not available,False,not available,not available,https://widnesdeencentre.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2887,Masjid Dawood,Bury,3 Porter St,BL9 5DZ,-2.2923654,53.6031907,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2888,Madrasah Abdullah Bin Masood (R.A.),Bradford,14 Lynthorne Rd,BD9 4EZ,-1.773216,53.8197832,01274 959259,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2889,Masjid At-Taqwa Islamic Centre🕌🕌,Newcastle,Pilkington Ave,ST5 3RE,-2.2329809,52.9996154,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.nulic.org.uk/,nulic2021@gmail.com,not available,https://www.facebook.com/people/Newcastle-under-Lyme-Islamic-Centre-NULIC-Masjid-At-Taqwa/100089270448554/,https://www.instagram.com/nulic_at_taqwa/,https://www.youtube.com/channel/UCsTip4iSkhXncloMqEYdALw,Unavailable,Unavailable,https://nulic.org.uk/contact-us/,False
2890,Masjid Sunnah Nelson,Nelson,Brunswick St,BB9 9AR,-2.2121366,53.8348081,+44 7866 607371,Unavailable,not available,not available,False,not available,not available,http://www.masjidsunnahnelson.org/,info@masjidsunnahnelson.org,not available,https://www.facebook.com/MasjidSunnahNelson,https://www.instagram.com/masjidsunnahnelson/,https://www.youtube.com/channel/UCwMW7j6WjukNqLOzO8mlijw?sub_confirmation=1,https://twitter.com/sunnahmasjid,Unavailable,https://www.masjidsunnahnelson.org/contact/,False
2891,Islamic Centre of England,London,"Islamic Centre of England, 140 Maida Vale",W9 1QB,-0.1892738,51.535385,+44 20 7604 5500,Unavailable,not available,not available,False,not available,not available,https://ic-el.uk/,icel@ic-el.com,not available,https://www.facebook.com/IslamicCentreEngland,https://www.instagram.com/islamiccentreen,https://www.youtube.com/user/islamiccentre1998,Unavailable,Unavailable,https://ic-el.uk/contact-us/,False
2892,Deptford Islamic Centre,London,"228-229, Railway Arches, Childers St",SE8 5JR,-0.0327912,51.481115,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.deptfordislamiccentre.com/,info@deptfordislamiccentre.com,not available,https://www.facebook.com/people/Deptford-Islamic-Centre/61575172314941/,https://www.instagram.com/deptfordmosque/,https://www.youtube.com/channel/UCMnAcQrwRNbdFcmsDNzjVnQ,Unavailable,Unavailable,http://deptfordislamiccentre.com/contact-us,False
2893,The Peace Centre Masjid,Havant,15 Middle Park Way,PO9 4AB,-0.9997243,50.8653379,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2894,Faizane e Madina Harlow,Harlow,Hodings Rd,CM20 1NW,0.0881609,51.7756454,Unavailable,Unavailable,not available,not available,False,not available,not available,https://faizanemadinaharlow.wordpress.com/,Unavailable,not available,Unavailable,https://www.instagram.com/ukdawateislami/,Unavailable,Unavailable,Unavailable,Unavailable,False
2895,Lancashire journal,Blackburn,20 Whitebirk Rd,BB1 3JD,-2.4436335,53.7488529,Unavailable,Unavailable,not available,not available,False,not available,not available,https://thelancashirejournal.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,https://thelancashirejournal.co.uk/contact/,False
2897,Turkish Masjid,Leicester,269 Saffron Ln,LE2 6UD,-1.1365091,52.6099865,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2898,Ihsan Masjid and School ( Mosque ),Belfast,143A University St,BT7 1HP,-5.9258416,54.5860471,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2899,Jummah Salah in Muslim Prayer Room,Blackpool,Victoria Hospital,Unavailable,-3.0119389,53.8196988,+44 1253 953876,Unavailable,not available,J,False,not available,not available,https://www.bfwh.nhs.uk/our-services/chaplaincy/chapel-and-prayer-rooms/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2900,Muslim Prayer room (Jummah),Luton,"The Gallery, The Luton Arndale Centre",LU1 2TW,-0.4126558,51.8790818,07405 815705,Unavailable,not available,J,False,not available,not available,https://mallprayerroom.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2901,Langley Islamic Centre,Slough,Spitfire Cl,SL3 8GY,-0.5436103,51.4968087,+44 7843 732106,Unavailable,not available,not available,False,not available,not available,http://langleyislamiccentre.co.uk/,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2902,Leighton's Home,Bexleyheath,7 Robin Hood Ln,DA6 8LL,0.1354179,51.4538937,Unavailable,Unavailable,not available,not available,False,not available,not available,http://leighton.com/,Unavailable,not available,Unavailable,Unavailable,Unavailable,https://twitter.com/Leighton,https://www.linkedin.com/company/leighton,Unavailable,False
2903,AL Murtaza Trust,Manchester,12 Honey St,M8 8RG,-2.2358182,53.4929814,+44 7899 993044,Unavailable,not available,not available,False,not available,not available,https://m.facebook.com/people/Al-Murtaza-Trust/100069303731572/,Unavailable,not available,//www.facebook.com/,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2904,Jummah Salah Only,Slough,"339-341, Bath Rd",SL1 5PR,-0.6385919999999999,51.520317,+44 1628 669756,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2905,Noor Masjid,Manchester,Woodfold Ave,M19 3AP,-2.1924655,53.4478149,+44 161 224 3878,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2906,Ashrafia Masque,Cobham,Between Sts,KT11 1AA,-0.4148428999999999,51.3300038,+44 347 329 9933,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2907,Bletchley Mosque,Milton Keynes,Unavailable,Unavailable,-0.7594171,52.0406224,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2908,Friday Prayer (Jummah Salah),Bath,"Royal United Hospital, Combe Park",BA1 3NG,-2.3916956,51.391126,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2909,The Menzil Trust & Mosque,London,500 High Rd. Leyton,E10 6RL,-0.0100045999999999,51.5661311,+44 7949 233536,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2910,Friday Prayer (Jummah Salah),South Shields,3 Hathersage Gardens,NE34 0HU,-1.4269823,54.9712971,Unavailable,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2911,Jummah Salah in St Neots,St. Neots,"Scout Hut, Mill Hill Rd",PE19 7AQ,-0.2791325,52.226948,+44 7404 478918,Unavailable,not available,J,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2912,Forum Centre Mosque,Manchester,50 Birch Ln,M13 0WN,-2.2050487,53.4571012,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2913,Beam Park Mosque (temporary),Rainham,41 New Rd,RM13 8DR,0.1679189999999999,51.5262467,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2914,Al Markaz Ul Islami Wakefield,Wakefield,37 Dewsbury Rd,WF2 9BL,-1.5155054,53.6789403,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2915,Banbury Makkah Masjid (Spiritual Centre),Banbury,Boxhedge Rd,OX16 0BP,-1.3460836,52.0632805,+44 1295 276662,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2916,AL-HARAMAIN MOSQUE AND EDUCATION CENTRE BEDFORD,Bedford,"AL-HARAMAIN MOSQUE & EDUCATION CENTRE, 5 Melbourne St",MK42 9AX,-0.467394,52.1303334,07877 720156,Unavailable,not available,not available,False,not available,not available,https://harmaineducation.wixsite.com/website,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2917,Tonbridge Masjid,Tonbridge,60b Priory St,TN9 2AN,0.2730864,51.1894128,Unavailable,Unavailable,not available,not available,False,not available,not available,http://www.tonbridgemasjid.org/,contact@tonbridgemasjid.org,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,http://tonbridgemasjid.org/contact-us.html,False
2918,Jaima ala abba Newport,Newport,Probert Pl,NP19 8EZ,-2.9797786,51.589703,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2919,Masjid Hull University,Hull,University of,Unavailable,-0.3667842,53.7722769,Unavailable,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
2920,Kurdish masjd,Manchester,Unavailable,M15 5WD,-2.2516824,53.4608393,0161 226 2661,Unavailable,not available,not available,False,not available,not available,Unavailable,Unavailable,not available,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,False
